,userAcceleration.x,userAcceleration.y,userAcceleration.z
0,0.056151,-0.971106,0.113521
1,0.201004,-0.725256,-0.156072
2,0.931827,-0.497537,-0.978529
3,1.14197,0.712287,-0.774751
4,-0.496004,1.857834,0.375838
5,0.04631,2.144056,-0.435093
6,-0.735317,0.245106,-0.301176
7,-0.565242,0.499768,-0.325411
8,-0.374671,0.004412,0.197406
9,-0.711512,0.503117,0.464295
10,-0.92867,0.767219,0.602863
11,-0.470293,0.995294,0.56195
12,0.049299,0.662565,-0.03726
13,0.177014,-0.104615,0.063661
14,0.263739,-0.375791,0.043759
15,0.402376,-0.870073,-0.016159
16,0.463333,-1.038785,-0.156922
17,0.535132,-0.908853,-0.029022
18,0.353348,-0.712965,0.360821
19,0.198226,-0.740812,0.38438
20,0.317783,-0.825811,-0.847811
21,0.625855,-0.677786,-0.981321
22,0.317084,-0.27928,-0.338803
23,-0.091805,1.012584,0.090283
24,-0.204435,1.835402,0.191392
25,-1.207599,3.008821,-0.349234
26,-0.733628,1.699244,-0.270684
27,-0.499174,0.382499,-0.199854
28,-0.60904,-0.057982,0.208901
29,-0.75508,-0.0517,0.322921
30,-0.396332,-0.4837,0.28097
31,0.118255,-0.709677,0.318169
32,0.63553,-0.590735,0.37108
33,0.902543,-0.621281,0.198632
34,0.723107,-1.104413,0.04562
35,0.337091,-1.352398,0.117243
36,0.128193,-1.280047,0.174593
37,0.329302,-0.90116,-0.108406
38,0.942826,-0.444753,-0.467142
39,1.06603,0.026033,-0.548988
40,-0.084946,1.127365,-0.263219
41,-0.719506,0.619259,-0.315139
42,-0.615784,0.246758,-0.188279
43,-0.466647,0.022705,-0.127789
44,-0.410598,0.252604,-0.029576
45,-0.547759,0.62501,0.146886
46,-0.833348,1.069289,0.839753
47,-0.243925,0.923442,0.572356
48,0.090405,0.715952,0.322726
49,0.413314,0.011921,-0.115044
50,0.43708,-0.485874,-0.088
51,0.494738,-1.02955,-0.094392
52,0.467923,-0.954174,-0.081759
53,0.397575,-0.849597,0.207898
54,0.232772,-0.837044,0.339987
55,0.059982,-0.885299,0.286055
56,0.138976,-1.016481,0.037812
57,0.28189,-1.158937,-0.777088
58,0.677939,-0.67889,-0.762186
59,0.528824,-0.337453,-0.723438
60,-0.173319,1.162916,-0.091358
61,-0.970781,3.369484,0.495418
62,-1.259459,3.579294,-0.171746
63,-0.737334,1.516644,-0.036772
64,-0.113533,-0.451946,0.074781
65,-0.560122,-0.37533,0.453785
66,-0.484746,-0.200375,0.528719
67,-0.086043,-0.640462,0.187198
68,0.351107,-0.959304,-0.070419
69,0.841832,-0.938922,-0.211161
70,0.931333,-0.913848,-0.125077
71,0.351075,-1.011218,0.060969
72,-0.077827,-1.07935,0.155363
73,0.02098,-0.988401,0.252004
74,0.547692,-0.772854,-0.395205
75,1.371424,0.002904,-0.79917
76,0.37147,1.8066,0.113706
77,0.279045,2.344505,0.210729
78,-1.106784,0.139632,-0.288475
79,-0.611383,0.278504,-0.432361
80,-0.478514,-0.163875,-0.1472
81,-0.567488,0.033718,0.150512
82,-0.624184,0.348319,0.448121
83,-0.66923,0.747063,0.797237
84,0.002605,0.928371,0.428841
85,0.353038,0.721924,0.217949
86,0.269192,-0.354057,-0.040001
87,0.314212,-0.560337,-0.073562
88,0.285448,-0.639469,-0.041332
89,0.45825,-1.040742,-0.076813
90,0.45218,-1.068253,0.043008
91,0.349333,-1.018166,0.157329
92,0.058366,-0.762211,0.20787
93,0.210534,-0.951103,-0.302475
94,0.449522,-1.002568,-0.954225
95,0.512063,-0.593768,-0.88225
96,0.464638,0.073267,-0.655409
97,-0.845122,2.559108,0.774364
98,-1.412611,3.301917,-0.254666
99,-0.982426,2.121369,0.100817
100,0.200692,-0.317484,-0.039957
101,-0.195767,-0.669031,0.313895
102,-0.525136,-0.449904,0.456767
103,-0.5,-0.360066,0.239406
104,0.12416,-0.706533,0.041693
105,0.467674,-0.848399,-0.0858
106,0.995972,-0.731498,-0.227218
107,0.987083,-0.662282,-0.1594
108,0.546335,-0.912197,0.008773
109,0.175884,-0.901228,0.352137
110,0.166228,-0.939468,0.290468
111,0.32585,-0.929836,-0.094326
112,1.226925,-0.284206,-0.800184
113,0.984736,0.604497,-0.64944
114,-0.644722,1.579847,0.489651
115,-1.1071,0.582978,-0.086571
116,-0.64514,0.493921,-0.061009
117,-0.533121,0.520763,-0.517493
118,-0.48101,-0.032352,0.525041
119,-0.483833,0.208438,0.787436
120,-0.516924,0.536171,0.823586
121,0.266823,0.725422,0.344518
122,0.117163,0.249877,0.020053
123,0.13994,-0.022072,0.007944
124,0.26438,-0.246273,-0.123301
125,0.311036,-0.502211,-0.228881
126,0.465954,-0.713016,-0.181238
127,0.47543,-0.735751,0.113513
128,0.281709,-0.735062,0.470973
129,0.152144,-0.903305,0.405416
130,0.244322,-0.963767,-0.603849
131,0.393403,-0.96394,-0.982919
132,0.38596,-0.8189,-1.106485
133,0.160702,0.589135,-0.192257
134,-0.604108,2.118642,0.670954
135,-0.686311,3.246579,0.366049
136,-0.9317,2.413749,-0.020988
137,0.135715,-0.366318,-0.017735
138,0.051926,-0.651462,0.194186
139,-0.243006,-0.571046,0.308795
140,-0.60441,-0.450404,0.56632
141,0.225786,-0.567777,0.296514
142,0.477055,-0.650221,0.145687
143,0.852804,-0.898516,-0.048182
144,0.791158,-0.908627,0.064387
145,0.549987,-0.980557,0.144227
146,0.014088,-1.02143,0.204873
147,0.07944,-0.944274,0.12294
148,0.154683,-0.910266,-0.000697
149,0.879329,-0.691007,-0.874086
150,1.246444,0.245685,-0.82125
151,-0.881237,1.545676,0.764043
152,-0.184202,1.627569,-0.139231
153,-0.829632,0.039765,-0.19818
154,-0.108166,0.765557,-0.233639
155,-0.250817,0.639288,-0.074442
156,-0.655715,0.845669,0.767236
157,-0.591806,1.011941,0.743651
158,-0.054831,0.604945,0.337798
159,0.134567,0.394375,0.029158
160,0.394989,-0.216526,0.083992
161,0.471994,-0.750425,-0.023317
162,0.36057,-0.706276,-0.031945
163,0.419674,-0.802565,0.014426
