,userAcceleration.x,userAcceleration.y,userAcceleration.z
0,0.667994,-0.541705,0.049186
1,0.66845,-1.440548,0.63291
2,0.218601,-1.487807,0.557286
3,0.082111,-1.352358,0.542893
4,0.546286,-0.849109,0.288193
5,0.591147,-0.332848,0.500601
6,0.6513,0.0097,0.706774
7,-0.004784,0.427063,-0.163103
8,-1.124227,0.340753,0.09417
9,-2.138,0.476322,0.084387
10,-2.379142,1.379158,-0.340699
11,-0.692862,1.309741,0.354472
12,-0.956941,1.255153,0.136052
13,-1.297363,0.844882,-0.271855
14,-0.858373,-0.100108,-0.475835
15,-0.526532,0.074721,-0.401162
16,0.36162,0.511952,-0.649646
17,1.645319,0.560918,-0.420173
18,1.991851,0.248432,-0.329101
19,2.412226,-0.357391,-0.197602
20,1.828121,-0.558739,-0.678021
21,1.36254,-0.458753,-0.757118
22,0.605111,0.007051,-0.231156
23,0.330355,0.087697,-0.049429
24,-0.112476,0.182287,0.556497
25,0.121024,0.115638,0.2124
26,0.158169,1.004464,-0.292207
27,-2.769856,4.267059,0.077262
28,1.099605,-0.756269,-0.911728
29,1.566615,-0.702859,-0.907837
30,1.70243,-0.405009,-0.958226
31,-0.321106,1.434602,-1.552368
32,-4.903918,2.944007,1.196402
33,-1.51272,-1.502541,0.637726
34,-1.232395,-0.20382,1.13101
35,-0.274802,0.556361,0.548782
36,0.032188,0.360274,0.83961
37,0.244565,-0.327402,0.189702
38,0.71866,-0.949885,0.456755
39,0.4694,-1.522055,0.478
40,0.185207,-1.627826,0.285754
41,0.381259,-1.501877,0.603201
42,0.617918,-1.046792,0.501468
43,0.476025,-0.351604,0.579744
44,0.734517,0.216936,0.763809
45,0.427311,0.241795,-0.158542
46,-0.600018,0.370435,-0.236834
47,-3.245055,0.271305,0.168134
48,-2.442555,1.561138,-0.156003
49,-0.68999,1.80768,0.254932
50,-1.424645,1.092195,-0.156608
51,-1.60407,1.002744,-0.371302
52,-1.182467,0.278698,-0.532148
53,0.086095,0.485252,-0.699756
54,0.658351,0.558996,-0.735852
55,1.525842,0.475979,-0.563341
56,2.534148,-0.363805,-0.361989
57,2.459222,-0.728361,-0.445005
58,2.005489,-0.945472,-0.739655
59,0.973902,-0.220012,-0.733447
60,0.601874,0.01304,-0.310704
61,-0.26425,0.037059,0.109925
62,-1.014326,0.449143,1.471055
63,-2.382964,2.075808,0.002995
64,0.572254,0.762639,-1.348152
65,1.44051,0.365051,0.167379
66,1.674489,-0.023231,-1.386749
67,0.418272,1.050199,-1.322567
68,-0.791304,1.888548,-1.618024
