,userAcceleration.x,userAcceleration.y,userAcceleration.z
0,0.265308,0.15334,-0.097258
1,0.392272,0.330613,-0.122218
2,0.342804,0.257247,-0.174546
3,0.318899,0.351972,-0.144781
4,0.133614,0.265632,0.020624
5,0.031844,0.017795,0.192025
6,-0.059969,-0.12565,0.242622
7,-0.097703,0.121741,0.165152
8,-0.231345,0.537728,0.192217
9,-0.32306,0.673386,0.214201
10,-0.212647,0.509243,0.101277
11,-0.117642,0.271787,-0.076472
12,0.005111,0.133433,-0.041657
13,0.026618,-0.029961,0.002808
14,0.023219,-0.038534,0.013183
15,0.035376,-0.102101,0.051237
16,-0.01038,-0.276894,0.092579
17,-0.028393,-0.370591,0.133087
18,-0.096487,-0.531364,0.19622
19,-0.10767,-0.562618,0.211709
20,-0.127844,-0.578336,0.147725
21,-0.115421,-0.516719,0.101539
22,-0.058041,-0.400884,0.007962
23,0.020588,-0.248126,-0.115113
24,0.020078,-0.170319,-0.148795
25,-0.036769,0.048298,-0.230354
26,-0.05304,0.443082,-0.401008
27,-0.049514,0.44091,-0.408806
28,-0.06751,0.175734,-0.360035
29,-0.146595,0.693788,-0.023996
30,-0.139381,1.024189,-0.013017
31,-0.552087,0.119672,0.004442
32,-0.515012,-0.113419,0.179803
33,-0.129057,-0.160249,0.305425
34,0.321577,-0.250523,0.376034
35,0.410958,0.12205,0.31309
36,0.233199,0.239621,0.223089
37,-0.07982,0.279763,0.022261
38,-0.105299,0.217483,0.079071
39,-0.121227,0.025643,0.198675
40,-0.073541,-0.171635,0.273311
41,-0.055712,-0.20968,0.24411
42,-0.026182,-0.172666,0.171459
43,-0.026517,-0.294408,0.081231
44,-0.035123,-0.288142,0.064476
45,-0.026089,-0.327366,0.137826
46,0.013788,-0.428141,0.14086
47,-0.045594,-0.269241,0.078884
48,-0.039081,-0.092403,-0.016401
49,-0.009481,-0.024776,-0.125328
50,0.00231,0.070501,-0.173337
51,0.050262,0.110465,-0.178809
52,0.21633,0.114063,-0.182297
53,0.431214,0.184182,-0.166474
54,0.482445,0.248216,-0.209703
55,0.354938,0.372463,-0.144009
56,0.242025,0.336076,0.005966
57,0.081274,0.245066,0.07863
58,-0.087013,-0.074569,0.358761
59,-0.108776,0.082549,0.26949
60,-0.180949,0.359439,0.246547
61,-0.413912,0.693494,0.207115
62,-0.316703,0.593206,0.043416
63,-0.199542,0.454301,0.00585
64,0.036116,0.198389,-0.109181
65,0.021761,0.016781,-0.065853
66,0.060655,0.003922,-0.000615
67,0.038799,-0.237986,0.040573
68,-0.053518,-0.378367,0.104542
69,-0.073424,-0.415655,0.121076
70,-0.095306,-0.514549,0.162245
71,-0.149866,-0.582283,0.16825
72,-0.176086,-0.639232,0.156069
73,-0.205954,-0.64409,0.070006
74,-0.198344,-0.513009,-0.010481
75,-0.103351,-0.367183,-0.08484
76,0.022182,-0.190439,-0.186405
77,0.124112,0.37132,-0.297301
78,0.113045,0.576788,-0.209657
79,-0.236334,0.739198,-0.353107
80,-0.358203,0.796403,-0.269529
81,-0.413316,0.802667,-0.183091
82,-0.510819,0.170648,0.059033
83,-0.532342,0.030556,0.228953
84,-0.382486,-0.049372,0.42056
85,0.245759,-0.270149,0.388002
86,0.287959,-0.119353,0.338866
87,0.147172,0.332513,0.206641
88,-0.042369,0.382576,0.168671
89,-0.132442,0.337935,0.170545
90,-0.123041,-0.141291,0.17871
91,-0.062972,-0.295729,0.181828
92,-0.032303,-0.275656,0.171878
93,-0.088545,-0.208971,0.104257
94,-0.15241,-0.2588,-0.001437
95,-0.135131,-0.273101,0.058031
96,-0.110965,-0.421035,0.079849
97,-0.132805,-0.354638,0.107258
98,-0.112028,-0.057087,0.029932
99,0.093675,0.002082,-0.209996
100,0.240034,0.021556,-0.298213
101,0.296671,0.081322,-0.282477
102,0.268711,0.01361,-0.235693
103,0.19037,0.193311,-0.08242
104,0.269244,0.308107,-0.077694
105,0.273695,0.40722,-0.122262
106,0.095574,0.471932,-0.009045
107,0.055763,0.349964,0.146133
108,-0.066167,0.014905,0.313783
109,-0.254611,-0.324539,0.372569
110,-0.277381,0.260222,0.124253
111,-0.242569,0.572385,0.148456
112,-0.173171,0.65782,-0.182902
113,-0.058975,0.561794,-0.212223
114,-0.005598,0.512645,-0.227902
115,0.02613,0.208327,-0.089441
116,0.102786,-0.021927,-0.119911
117,0.148559,-0.061958,-0.104564
118,0.134062,-0.119651,-0.048472
119,-0.103734,-0.298782,0.04774
120,-0.140603,-0.401177,0.117272
121,-0.220124,-0.594789,0.153114
122,-0.219274,-0.807039,0.145648
123,-0.226155,-0.753844,0.119321
124,-0.192928,-0.537459,0.041455
125,-0.139456,-0.457934,-0.03284
126,0.004993,-0.281676,-0.174336
127,0.192921,0.194488,-0.261727
128,0.125545,0.442839,-0.312035
129,0.0068,0.824315,-0.294924
130,-0.235205,0.359309,-0.612608
131,-0.195737,0.191265,-0.43516
132,-0.205051,0.636813,-0.121348
133,-0.257896,0.046398,0.189518
134,-0.348034,-0.458485,0.317015
135,-0.335231,-0.363373,0.415194
136,-0.262923,0.545012,0.394522
137,-0.111091,0.709003,0.316548
138,0.099797,-0.001785,0.304568
139,0.139717,-0.155989,0.232233
140,0.035052,-0.146251,0.274992
141,-0.110674,-0.093824,0.223963
142,-0.150733,-0.001146,0.094371
143,-0.071631,0.027497,-0.027241
144,-0.009443,-0.082139,0.046657
145,-0.048398,-0.312487,0.102544
146,-0.132627,-0.470533,0.171964
147,-0.114185,-0.456591,0.124437
148,-0.111462,-0.313916,0.058266
149,-0.011027,-0.292519,0.06127
150,0.058101,-0.205186,0.052155
151,0.061403,0.00616,-0.049109
152,0.102708,0.02335,-0.237957
153,0.160637,0.082037,-0.252213
154,0.242919,0.220712,-0.230773
155,0.209587,0.2924,-0.126442
156,0.24441,0.29923,-0.113848
157,0.301266,0.243016,-0.181168
158,0.278174,0.459931,-0.091611
159,0.24047,0.294059,-0.02692
160,0.157313,0.10282,0.101271
161,-0.123945,-0.004237,0.268785
162,-0.156588,0.224193,0.210653
163,-0.241569,0.565727,0.173691
164,-0.315098,0.399104,0.236707
165,-0.258842,0.290201,0.185243
166,-0.142515,0.204046,0.048094
167,0.027809,0.122988,0.016738
168,0.027518,0.127735,0.049086
169,0.023173,-0.222659,0.119593
170,-0.022555,-0.224628,0.118678
171,-0.006042,-0.239668,0.149837
172,0.010404,-0.348683,0.20903
173,-0.066524,-0.519374,0.202849
174,-0.119013,-0.617673,0.219202
175,-0.218203,-0.664931,0.196808
176,-0.229631,-0.540556,0.120673
177,-0.170887,-0.486104,0.049807
178,0.006683,-0.152902,-0.199935
179,-0.017268,-0.011417,-0.31558
180,-0.042206,0.148978,-0.304917
181,0.042624,0.762355,-0.252761
182,0.029965,0.744503,-0.373431
183,-0.067182,0.301495,-0.54303
184,0.069803,0.747062,-0.151557
185,-0.020719,0.567461,0.062104
186,-0.196801,0.212684,0.159377
187,-0.320032,0.108944,0.415443
188,-0.269406,0.206537,0.376323
189,-0.063427,0.084305,0.341386
190,0.200613,-0.045279,0.362085
191,0.193907,0.038018,0.284555
192,0.112566,0.051245,0.25468
193,-0.115318,0.093196,0.223564
194,-0.102469,-0.064335,0.137241
195,-0.062093,-0.194917,0.082911
196,-0.02871,-0.234752,0.094517
197,-0.053763,-0.305826,0.127146
198,-0.087222,-0.390323,0.111535
199,-0.09583,-0.349659,0.094023
200,-0.048163,-0.456101,0.045065
201,0.062913,-0.354811,0.012468
202,0.108411,-0.092403,-0.041311
203,0.172193,0.011691,-0.109716
204,0.196895,0.010855,-0.145837
205,0.129114,-0.045111,-0.179132
206,0.185782,0.24719,-0.15018
207,0.194628,0.24698,-0.160088
208,0.417334,0.435879,-0.165469
209,0.440895,0.300657,-0.198612
210,0.384438,0.450304,-0.087621
211,0.149042,0.172471,0.084819
212,0.08684,0.020732,0.16674
213,-0.137339,-0.264683,0.208763
214,-0.025843,0.021836,0.209147
215,-0.154341,0.763004,0.364534
216,-0.239802,0.803337,0.347706
217,-0.344308,0.67799,0.228649
218,-0.353294,0.305044,-0.023636
219,-0.246886,0.161171,-0.029741
220,0.018089,-0.033832,0.011322
221,0.085334,-0.33502,0.09499
222,0.096536,-0.314024,0.156867
223,0.070534,-0.470674,0.216908
224,0.069836,-0.524183,0.235111
225,0.000281,-0.684596,0.255314
226,-0.179582,-0.685142,0.237913
227,-0.226113,-0.661832,0.1932
228,-0.266873,-0.378397,-0.023826
229,-0.166328,-0.177176,-0.168275
230,-0.107916,-0.103901,-0.197726
231,-0.020514,0.126283,-0.298073
232,0.33123,0.580211,-0.189553
233,0.251425,0.656888,-0.264833
234,-0.094937,0.234051,-0.655307
235,-0.185217,0.104318,0.072718
236,-0.196869,0.462958,0.06414
237,-0.329765,-0.076343,0.355801
238,-0.532343,-0.26348,0.542305
239,-0.425641,0.659003,0.478592
240,-0.080449,0.49564,0.228741
241,0.284273,-0.232717,0.361213
242,0.335813,-0.203227,0.265692
243,0.222987,-0.027563,0.222538
244,0.094514,0.184267,0.215747
245,-0.057204,0.251835,0.15119
246,-0.126614,-0.02023,0.126585
247,-0.093153,-0.260289,0.182485
248,-0.156481,-0.425682,0.152158
249,-0.197789,-0.474906,0.122655
250,-0.045549,-0.254801,0.158224
251,-0.011905,-0.283965,0.149085
252,0.021435,-0.353361,0.109998
253,0.031134,-0.223533,0.017378
254,0.054188,-0.087205,0.006087
255,0.038876,-0.013981,-0.041345
256,0.020243,0.040284,-0.131779
257,0.08005,0.136617,-0.190993
258,0.363622,0.215655,-0.147331
259,0.508572,0.291991,-0.211919
260,0.449564,0.239126,-0.22319
261,0.341019,0.499578,-0.072778
262,0.239937,0.322193,0.039315
263,0.092136,0.036825,0.159042
264,-0.122431,-0.279534,0.213074
265,-0.138648,-0.046293,0.204767
266,-0.304581,0.819175,0.291345
267,-0.321697,0.884163,0.309639
268,-0.267061,0.723196,0.241594
269,-0.111404,0.299793,-0.059945
270,-0.080471,0.162187,-0.119531
271,0.042177,0.029328,-0.026251
272,0.0178,-0.216456,0.05955
273,0.029279,-0.203606,0.093238
274,0.034946,-0.268549,0.179636
275,0.001454,-0.551617,0.266412
276,-0.032038,-0.646419,0.250821
277,-0.148333,-0.730468,0.225374
278,-0.17828,-0.727272,0.208909
279,-0.199034,-0.580065,0.130474
280,-0.116177,-0.384436,0.018383
281,-0.055959,-0.132405,-0.110464
282,-0.040192,0.033869,-0.235426
283,0.008862,0.502528,-0.214898
284,-0.03686,0.849681,-0.371168
285,-0.077834,0.967193,-0.513432
286,-0.194277,0.428185,-0.262103
287,-0.150405,0.476483,-0.247992
288,-0.143677,0.266717,0.00889
289,-0.272528,-0.11921,0.36389
290,-0.204372,-0.037763,0.44725
291,-0.204334,0.094006,0.417986
292,0.025642,0.167478,0.35009
293,0.113527,0.092758,0.292507
294,0.159123,0.053535,0.245721
295,0.106893,-0.08741,0.301856
296,0.023046,0.011945,0.281388
297,-0.041181,0.01603,0.219155
298,-0.065307,-0.123191,0.090717
299,-0.076551,-0.280836,0.109717
300,-0.087355,-0.282268,0.089359
301,-0.090647,-0.400995,0.075345
302,-0.050739,-0.356378,0.09401
303,0.082331,-0.427744,0.043277
304,0.144834,-0.37867,-0.004597
305,0.010376,-0.095312,0.033798
306,-0.029189,0.074412,-0.088884
307,0.029411,0.04295,-0.074548
308,0.116963,0.065336,-0.187706
309,0.14134,0.219779,-0.178496
310,0.366508,0.325896,-0.108289
311,0.43547,0.222904,-0.133592
312,0.395983,0.434084,-0.036573
313,0.236144,0.446483,0.045882
314,-0.031048,-0.126113,0.229276
315,-0.115337,-0.229753,0.208416
316,-0.191823,-5.00E-06,0.221259
317,-0.338753,0.807524,0.288854
318,-0.385873,0.795028,0.321915
319,-0.144611,0.409793,-0.013716
320,-0.1284,0.264848,-0.078975
321,-0.028106,0.059644,-0.036121
322,0.055252,-0.077914,0.00572
323,0.051892,-0.187025,0.056255
324,0.06799,-0.097034,0.140742
325,0.001362,-0.298313,0.213605
326,-0.012915,-0.386496,0.255539
327,-0.056251,-0.794881,0.247642
328,-0.125145,-0.899119,0.230499
329,-0.203723,-0.799781,0.118358
330,-0.198993,-0.719933,0.067213
331,-0.082737,-0.388424,-0.031401
332,0.053211,0.053979,-0.214281
333,0.239391,0.657388,-0.328524
334,0.184429,0.92045,-0.338195
335,-0.09778,0.552343,-0.431742
336,-0.235919,0.116199,-0.279792
337,-0.284309,0.533854,-0.100074
338,-0.189846,0.39872,0.177409
339,-0.375208,-0.264434,0.342323
340,-0.348273,0.037531,0.613427
341,-0.308734,0.388538,0.494259
342,0.127603,0.331044,0.265389
343,0.305828,-0.030861,0.281909
344,0.316228,-0.138468,0.262148
345,0.202408,-0.134902,0.288825
346,-0.065431,0.087431,0.273515
347,-0.097972,-0.09402,0.147638
348,-0.107411,-0.100067,0.115772
349,-0.022562,-0.313623,0.174528
350,-0.181641,-0.518907,0.108404
351,-0.206681,-0.570116,0.064733
352,-0.101336,-0.371596,0.154978
353,0.013015,-0.293673,0.109205
354,0.105839,-0.206387,0.119587
355,0.143818,-0.082,-0.003818
356,0.154019,0.11086,-0.184211
357,0.191817,0.240904,-0.123832
358,0.1431,0.162535,-0.230985
359,0.270264,0.178647,-0.053694
360,0.564513,0.193631,-0.043009
361,0.505525,0.189498,-0.20032
362,0.213773,0.570618,0.061245
363,0.225069,0.323584,0.194875
364,0.215981,-0.131786,0.25277
365,-0.057967,-0.119961,0.120377
