,userAcceleration.x,userAcceleration.y,userAcceleration.z
0,0.125111,-0.346367,0.55929
1,0.049208,-0.602434,0.64939
2,-0.014474,-0.626683,0.68307
3,-0.120474,-0.631758,0.778217
4,-0.203015,-0.650614,0.760778
5,-0.21882,-0.717413,0.711435
6,-0.310727,-0.774939,0.618834
7,-0.358016,-0.719239,0.474576
8,-0.341032,-0.388342,0.217812
9,-0.361748,0.371525,-0.558654
10,-0.500097,2.252343,-1.86378
11,0.96728,2.314411,-1.158094
12,0.710727,0.398759,-0.511074
13,0.036202,-0.188155,-0.200466
14,-0.343236,-0.360007,0.267965
15,-0.378677,-0.267499,0.72274
16,-0.15409,0.546771,0.356059
17,-0.141578,0.540568,-0.033206
18,-0.199775,-0.505132,0.847153
19,-0.241697,-0.612414,0.720318
20,-0.176012,-0.463277,0.94547
21,-0.159212,-0.006981,0.830929
22,-0.125353,0.287028,0.456589
23,0.166995,0.484621,0.371547
24,0.411199,0.45039,0.237311
25,0.123633,0.183659,0.080221
26,-0.111762,-0.25918,0.15178
27,-0.176879,-0.364172,0.160622
28,-0.164898,-0.413004,0.096329
29,-0.011532,-0.276591,0.133694
30,0.071895,-0.019929,-0.10528
31,0.122717,0.013198,-0.055618
32,0.149103,-0.065702,-0.220551
33,0.070956,-0.151787,-0.203326
34,0.233893,-0.182477,-0.16102
35,0.475479,0.188891,-0.11365
36,0.449639,0.109318,-0.297894
37,0.27562,0.262057,-0.200395
38,0.227293,0.320433,-0.18893
39,0.295734,0.262167,-0.079683
40,0.554134,0.424726,0.022581
41,0.459369,0.396383,-0.358125
42,0.40523,0.456472,-0.526064
43,0.283057,0.609163,-0.636292
44,0.348975,0.545361,-0.742071
45,0.456146,0.572393,-0.563862
46,0.060129,0.368777,0.356301
47,-0.400216,0.530304,1.080114
48,-0.629922,0.61535,1.024295
49,-0.114729,0.434373,0.08316
50,-0.127339,0.439434,0.135762
51,-0.018413,0.25676,0.250428
52,0.26568,0.102454,0.319487
53,0.307032,-0.010915,0.541275
54,0.242233,-0.046255,0.680965
55,0.086468,-0.274291,0.572458
56,0.00504,-0.442795,0.622461
57,0.019502,-0.523501,0.629259
58,-0.087219,-0.53411,0.682842
59,-0.146579,-0.562074,0.706313
60,-0.118616,-0.574625,0.716717
61,-0.187073,-0.637953,0.700782
62,-0.437595,-0.689549,0.61625
63,-0.467972,-0.638481,0.472568
64,-0.401104,-0.364108,0.201135
65,-0.273528,0.245924,-0.587461
66,-0.093905,1.613316,-1.735755
67,0.274545,2.337351,-1.624737
68,0.796829,0.628701,-0.506316
69,0.126737,-0.13184,-0.400926
70,-0.149544,-0.366381,-0.158823
71,-0.501872,-0.599063,0.60553
72,-0.316951,-0.250692,0.621471
73,-0.357407,0.139144,0.430936
74,0.088366,0.954803,-0.13643
75,0.264033,-0.184914,1.042315
76,0.105156,-0.442379,0.778525
77,-0.169643,-0.479237,0.713498
78,-0.232134,-0.148339,0.662697
79,-0.170764,0.16358,0.506826
80,0.169241,0.483752,0.363722
81,0.39897,0.534055,0.03786
82,0.174523,-0.04767,0.010695
83,-0.021395,-0.326176,0.236276
84,-0.053432,-0.352143,0.342578
85,0.028446,-0.278483,0.235275
86,0.056029,-0.195396,0.034511
87,0.049871,0.092324,-0.169331
88,0.141821,0.00961,-0.308211
89,0.143398,-0.015453,-0.31064
90,0.157307,-0.146464,-0.168874
91,0.414339,0.015554,0.079128
92,0.561898,0.11129,0.096506
93,0.688557,0.02615,-0.174023
94,0.198719,0.209726,-0.227203
95,0.141438,0.242242,-0.07041
96,0.378352,0.368736,0.131972
97,0.607838,0.501788,0.134467
98,0.582905,0.436295,-0.251733
99,0.481256,0.527816,-0.549111
100,0.503502,0.523347,-0.493372
101,0.524394,0.568999,-0.436307
102,0.3529,0.809536,-0.289163
103,-0.182439,0.341908,0.068266
104,-0.777191,0.51885,0.478515
105,-1.097776,0.616173,0.638785
106,-0.78637,0.148804,0.263017
107,-0.11953,0.225598,0.105851
108,-0.035281,0.237989,0.16163
109,0.179394,0.258955,0.247821
110,0.504377,0.023783,0.643649
111,0.403978,-0.014167,0.660976
112,0.289876,-0.144387,0.561266
113,0.140982,-0.49485,0.593081
114,0.068279,-0.615697,0.633373
115,-0.049513,-0.672327,0.690729
116,-0.051403,-0.658058,0.734185
117,-0.078334,-0.668757,0.715117
118,-0.181929,-0.744713,0.660575
119,-0.221014,-0.766281,0.596696
120,-0.224751,-0.647615,0.37678
121,-0.228984,-0.307946,0.155176
122,-0.395159,0.818672,-1.23757
123,-0.322796,2.852722,-2.13674
124,0.863648,0.566722,-0.65494
125,0.456243,-0.204038,-0.436223
126,-0.263885,-0.53788,0.040812
127,-0.761065,-0.331194,0.796964
128,-0.338854,-0.053379,0.761788
129,-0.228069,0.749893,-0.078976
130,0.327274,0.227035,0.87294
131,-0.305762,-0.433794,0.711513
132,-0.300059,-0.401864,0.844722
133,-0.357694,0.104853,0.867222
134,-0.32173,0.197359,0.638563
135,0.094645,0.306773,0.449505
136,0.327126,0.258288,0.097761
137,0.165842,0.2161,0.010621
138,0.026546,-0.045995,0.117008
139,-0.060318,-0.253634,0.140503
140,-0.066648,-0.335345,0.178821
141,0.110788,-0.20443,0.23814
142,0.185904,-0.123388,0.007623
143,0.217976,-0.020423,-0.049201
144,0.181313,-0.098435,-0.128128
145,0.161995,-0.201937,-0.143491
146,0.260976,-0.251957,-0.013111
147,0.343633,-0.148281,0.003189
148,0.355799,0.137884,-0.194911
149,0.293176,0.232701,-0.494638
150,0.234064,0.107343,-0.324368
151,0.335262,0.218192,-0.147395
152,0.471687,0.189578,-0.069722
153,0.826426,0.463642,0.042733
154,1.040767,0.544162,-0.066816
155,0.620586,0.776632,-0.468894
156,0.456725,0.833182,-0.384181
157,0.248009,0.722872,-0.219578
158,-0.147059,0.708645,-0.31969
159,-0.466779,0.367134,-0.085144
160,-0.687728,0.41901,0.13963
161,-1.006124,0.579963,0.705488
162,-0.68199,0.262839,0.344095
163,-0.340428,0.230682,0.259714
164,0.169703,0.182103,0.098037
165,0.260527,0.101712,0.215366
166,0.380642,0.065001,0.419252
167,0.582155,-0.023836,0.823448
168,0.25626,-0.245837,0.644391
169,0.014313,-0.631899,0.601598
170,0.039471,-0.686769,0.641254
171,0.049554,-0.71558,0.700219
172,0.008931,-0.586153,0.741359
173,-0.015313,-0.566023,0.764754
174,-0.087683,-0.591241,0.739572
175,-0.137825,-0.738762,0.598692
176,-0.138892,-0.742844,0.500098
177,-0.185124,-0.468692,0.281474
178,-0.39066,0.949927,-1.305884
179,-0.48011,2.965318,-2.217913
180,0.746964,2.678496,-1.657072
181,0.277483,-0.32237,-0.228299
182,-0.069025,-0.410554,-0.165823
183,-0.911636,-0.295809,0.097301
184,-0.009979,0.440393,0.607219
185,0.298816,0.872079,0.317443
186,0.180291,-0.286697,0.95233
187,-0.33094,-0.684673,0.768462
188,-0.280133,-0.401964,0.960461
189,-0.296136,0.034712,1.03113
190,-0.329822,0.411895,0.523739
191,-0.090537,0.401263,0.287613
192,0.223829,0.255151,0.199289
193,0.079812,0.074704,0.16518
194,0.002033,-0.06749,0.077645
195,-0.016282,-0.156581,0.013238
196,-0.05423,-0.3789,0.315612
197,0.062021,-0.229633,0.43792
198,0.282728,-0.031783,0.079627
199,0.398217,0.040622,-0.127892
200,0.3023,-0.034966,-0.085667
201,0.104324,-0.110867,-0.150063
202,0.070848,-0.215956,-0.089224
203,0.194472,0.020461,-0.064959
204,0.292599,0.135689,-0.138938
205,0.341284,0.197074,-0.235042
206,0.309999,0.280606,-0.346231
207,0.359816,0.292991,-0.253896
208,0.441387,0.280313,-0.151022
209,0.961408,0.53018,-0.064393
210,0.93845,0.518427,-0.199589
211,0.811383,0.55332,-0.397877
212,0.409126,0.603243,-0.52473
213,0.319958,0.737391,-0.182125
214,-0.322623,0.527304,-0.06687
215,-0.941387,0.726225,0.569738
216,-1.296594,0.782916,0.674175
217,-0.889409,0.23312,0.238923
218,-0.411118,0.253642,0.19452
219,-0.202371,0.325081,0.184903
220,0.25484,0.195213,0.296414
221,0.422512,-0.020309,0.644535
222,0.52558,0.118264,0.781151
223,0.177623,-0.268502,0.647826
224,-0.006265,-0.54008,0.629348
225,-0.014527,-0.623393,0.666785
226,0.009852,-0.670093,0.750764
227,0.029653,-0.657776,0.781115
228,0.010556,-0.66282,0.782527
229,-0.146499,-0.770819,0.720598
230,-0.190607,-0.806135,0.66117
231,-0.18103,-0.662987,0.430493
232,-0.173001,-0.184327,0.095231
233,-0.336471,1.126565,-1.333049
234,-0.284599,2.893134,-1.75051
235,0.799043,1.282361,-0.823796
236,0.144645,-0.195822,-0.472546
237,-0.596191,-0.20244,-0.022617
238,-0.960817,-0.293763,0.446584
239,-0.096752,0.031122,0.840783
240,0.086544,0.56655,0.308389
241,0.489124,-0.199598,1.011217
242,-0.51863,-0.320215,0.517887
243,-0.648354,-0.209833,0.193173
244,-0.358917,-0.006511,1.00292
245,-0.213155,0.086338,0.584424
246,-0.02086,0.07963,0.431066
247,0.185731,0.217919,0.404283
248,0.262685,0.306133,0.191934
249,0.143285,0.16559,0.000489
250,0.088107,-0.134713,0.102166
251,-0.01257,-0.398535,0.389202
252,0.037947,-0.369733,0.337455
253,0.143378,-0.247168,0.110617
254,0.031685,0.071034,0.03493
255,-0.040813,0.049949,-0.003808
256,-0.028718,0.006929,-0.053927
257,0.234734,-0.15657,-0.124548
258,0.479222,0.022176,-0.025548
259,0.399191,0.183644,-0.221429
260,0.327489,0.196739,-0.316268
261,0.386107,0.354104,-0.196564
262,0.412443,0.339295,-0.082968
263,0.591827,0.487884,0.033021
264,0.575379,0.447731,-0.124068
265,0.287755,0.44665,-0.550827
266,0.112438,0.413792,-0.561511
267,0.433725,0.379225,-0.686539
268,0.614099,0.397439,-0.246755
269,0.541161,0.378683,-0.034706
270,-0.126789,0.46452,0.132948
271,-0.57351,0.835053,1.05807
272,-0.987791,0.678141,0.673568
273,-0.316071,0.296538,0.261485
274,-0.065693,0.273334,0.186006
275,-0.035883,0.254659,0.201332
276,0.248224,0.081301,0.351085
277,0.346556,-0.054625,0.627827
278,0.362323,0.040371,0.780185
279,0.179802,-0.252845,0.740577
280,0.085562,-0.446023,0.699872
281,-0.019464,-0.583507,0.719023
282,-0.064575,-0.622543,0.768383
283,-0.09024,-0.679101,0.78411
284,-0.115154,-0.757227,0.83394
285,-0.092497,-0.763776,0.815973
286,-0.348952,-0.709362,0.718374
287,-0.354789,-0.516683,0.431355
288,-0.333076,-0.096807,0.172223
289,-0.34059,0.985149,-1.291018
290,-0.342452,2.894304,-2.075196
291,0.980856,1.314534,-0.624698
292,0.348636,-0.166621,-0.355162
293,-0.499371,-0.437846,0.091383
294,-0.526372,-0.731377,0.57993
295,-0.1292,-0.635071,1.031736
296,-0.358375,0.400505,0.115435
297,-0.045523,1.899172,-0.253413
298,0.39931,-0.133719,1.33925
299,0.034915,-0.618043,0.739512
300,-0.224497,-0.456283,0.924802
301,-0.424705,0.006819,0.554283
302,-0.358016,0.057142,0.462395
303,0.074561,0.324073,0.318328
304,0.389298,0.466817,0.051436
305,0.241543,0.128538,0.068661
306,0.024903,-0.243199,0.274876
307,0.020577,-0.382279,0.341346
308,0.031226,-0.240264,0.286417
309,0.122654,-0.157275,-0.001737
310,0.070372,-0.051012,-0.115044
311,-0.031294,-0.034339,-0.242468
312,0.080751,-0.101451,-0.07784
313,0.325405,-0.209709,0.071882
314,0.459874,-0.039755,0.030036
315,0.608868,0.208337,-0.194408
316,0.479848,0.258459,-0.460445
317,0.025788,0.34984,-0.220273
318,-0.001179,0.342905,-0.133135
319,0.384563,0.443276,-0.041056
320,0.600277,0.411421,-0.227422
321,0.494431,0.492732,-0.482284
322,0.336989,0.682282,-0.551163
323,0.514509,0.695203,-0.452525
324,0.39263,0.75442,-0.07187
325,-0.185523,0.3385,-0.039356
326,-0.841998,0.672055,0.904786
327,-1.007613,0.791557,0.854968
328,-1.108487,0.637052,0.561601
329,-0.170682,0.218297,0.180164
330,-0.17777,0.231494,0.232748
