,userAcceleration.x,userAcceleration.y,userAcceleration.z
0,-0.534569,-0.158566,0.918927
1,0.02255,0.026424,0.394119
2,0.522461,0.306722,-0.095133
3,0.556612,0.253333,-0.207446
4,0.394126,-0.162551,0.027161
5,0.163723,-0.344101,0.014413
6,-0.000483,-0.278923,0.201558
7,-0.131228,-0.038598,0.206625
8,-0.063263,0.172722,-0.187226
9,0.185361,0.168021,-0.686954
10,0.351723,0.014174,-0.474863
11,0.231052,-0.102006,0.00959
12,0.141356,-0.190577,0.085489
13,0.103395,-0.172935,-0.075991
14,0.171803,0.016651,-0.089544
15,0.34264,0.102953,-0.136088
16,0.496331,0.101018,-0.070376
17,0.411756,0.236509,-0.090783
18,0.343057,0.329888,-0.183844
19,0.330264,0.38485,-0.247308
20,0.319832,0.428906,-0.352189
21,0.348335,0.351953,-0.336471
22,0.33388,0.377501,-0.258307
23,0.063531,0.544071,-0.122972
24,0.038633,0.474361,-0.14011
25,0.018939,0.444227,-0.19317
26,-0.141851,0.391091,-0.255803
27,-0.583982,0.676594,0.010522
28,-0.887097,0.666537,0.331354
29,-0.796236,0.266141,0.485344
30,-0.418575,-0.106823,0.286664
31,-0.016892,-0.073317,0.029935
32,0.301833,-0.023919,-0.077043
33,0.151277,-0.16751,0.277136
34,-0.017902,-0.256905,0.442458
35,-0.084795,-0.314695,0.579617
36,-0.096787,-0.452738,0.531829
37,-0.162559,-0.4504,0.425166
38,-0.207788,-0.446023,0.371598
39,-0.349417,-0.523794,0.243215
40,-0.367868,-0.631126,0.302562
41,-0.40905,-0.784464,0.244989
42,-0.023192,-0.595797,-0.003252
43,0.104783,-0.364271,-0.304784
44,0.358196,-0.008774,-0.782023
45,0.546898,0.711373,-1.197321
46,0.132593,1.128021,-0.519162
47,0.10151,1.20618,-0.190747
48,0.30259,0.482164,-0.233473
49,0.344115,-0.078867,-0.376882
50,-0.063088,0.026735,-0.440272
51,-0.61103,1.214351,-0.181921
52,-0.800552,1.015369,0.387222
53,-0.256416,-0.423552,0.608315
54,-0.501394,-0.56539,0.451218
55,-0.544727,-0.646953,0.158419
56,-0.185635,-0.55818,0.236062
57,-0.502491,-0.271822,0.985718
58,-0.550379,-0.267262,0.904734
59,-0.145916,-0.122411,0.350079
60,0.31991,0.176077,0.042908
61,0.389438,0.156616,-0.016676
62,0.300714,0.040637,0.173784
63,-0.031917,-0.204054,0.174475
64,-0.048061,-0.184404,0.130525
65,-0.068054,-0.149851,0.08242
66,0.050528,-0.033447,-0.371513
67,0.147702,0.019207,-0.554591
68,0.19203,0.056872,-0.374774
69,0.15394,-0.054748,-0.012436
70,0.143837,-0.093476,0.059418
71,0.155541,-0.033605,-0.059313
72,0.175348,0.060962,-0.204337
73,0.238226,0.186982,-0.272281
74,0.336208,0.216359,-0.159617
75,0.468601,0.264722,0.078108
76,0.59707,0.261532,0.002339
77,0.648723,0.296819,-0.274509
78,0.601687,0.371711,-0.459753
79,0.449995,0.389434,-0.296196
80,0.235895,0.468527,-0.058239
81,0.033333,0.556538,-0.108901
82,-0.026879,0.532571,-0.060454
83,-0.128636,0.311792,-0.185573
84,-0.082594,0.202363,-0.182342
85,-0.257825,0.457154,-0.026426
86,-0.511991,0.599919,0.162257
87,-0.513617,0.420869,0.227682
88,-0.21097,0.034136,0.10011
89,-0.051241,0.011549,0.203056
90,0.044349,0.061948,0.140543
91,0.115482,-0.087139,0.092979
92,0.014332,-0.169343,0.220401
93,-0.135554,-0.297045,0.336891
94,-0.18942,-0.405157,0.4242
95,-0.143786,-0.403555,0.408981
96,-0.15577,-0.426399,0.338198
97,-0.280478,-0.4794,0.352431
98,-0.384195,-0.606792,0.372182
99,-0.334697,-0.751264,0.241784
100,-0.164703,-0.784113,0.050565
101,0.011415,-0.565599,-0.2196
102,0.209676,-0.370494,-0.54585
103,0.626089,0.357696,-1.252916
104,0.574672,0.556842,-1.094488
105,0.160954,0.946233,-0.347159
106,-0.008851,1.216357,-0.068446
107,0.283188,0.485642,-0.33772
108,-0.005976,0.116455,-0.520024
109,-0.314927,0.559792,-0.532364
110,-0.792853,1.507271,0.307551
111,-0.456512,-0.470933,0.659596
112,-0.293243,-0.636764,0.481517
113,-0.617253,-0.703808,0.09194
114,-0.244465,-0.690943,0.388524
115,-0.293162,-0.540628,0.653708
116,-0.494957,-0.301424,0.780878
117,-0.078993,-0.087837,0.212095
118,0.508286,0.386395,0.021672
119,0.664215,0.443891,-0.037362
120,0.616248,0.053773,0.202855
121,0.28853,-0.183693,0.016506
122,0.108172,-0.236641,0.066223
123,0.011503,-0.168526,-0.043622
124,0.017879,0.057736,-0.505911
125,0.291289,0.193532,-0.746812
126,0.403987,0.111967,-0.375582
127,0.237157,-0.085423,0.05164
128,0.138787,-0.182167,0.056463
129,0.142882,-0.142198,-0.202675
130,0.208418,0.012687,-0.257805
131,0.299733,0.15696,-0.150425
132,0.41234,0.235702,-0.1204
133,0.535529,0.335589,-0.236654
134,0.537737,0.43465,-0.203282
135,0.548186,0.388999,-0.194137
136,0.632691,0.419079,-0.431162
137,0.593587,0.558831,-0.4585
138,0.467766,0.667377,-0.303263
139,0.351,0.679542,-0.050062
140,0.091287,0.645696,-0.361538
141,-0.035606,0.445261,-0.632737
142,-0.429903,0.590206,0.066742
143,-0.556527,0.58296,0.373598
144,-0.57969,0.492947,0.37764
145,-0.333587,0.098354,-0.003326
146,-0.151859,0.034441,-0.123016
147,0.088411,0.127936,-0.101991
148,0.296572,0.070181,0.125671
149,0.245268,-0.060026,0.13078
150,0.043281,-0.247045,0.207959
151,-0.139356,-0.429313,0.389858
152,-0.144156,-0.469493,0.382059
153,-0.054039,-0.55406,0.295399
154,-0.075615,-0.583655,0.279793
155,-0.155188,-0.631224,0.228493
156,-0.279385,-0.78122,0.236468
157,-0.265762,-0.864053,0.1829
158,-0.084753,-0.8756,-0.01516
159,0.179449,-0.57584,-0.340158
160,0.388444,-0.247482,-0.760462
161,0.534706,0.067873,-1.125587
162,0.312698,1.305769,-0.751487
163,0.154073,1.517049,-0.21471
164,0.235742,1.018712,-0.250992
165,0.483439,-0.233862,-0.620155
166,-0.012006,0.48085,-0.660943
167,-0.421447,1.130005,-0.752625
168,-0.999048,0.649248,0.879955
169,-0.308826,-0.659629,0.724332
170,-0.424538,-0.918285,0.496038
171,-0.210265,-0.765047,0.088395
172,-0.126795,-0.576163,0.509032
173,-0.228444,-0.324517,0.793365
174,-0.428251,-0.023845,0.549314
175,0.275324,0.475672,0.258191
176,0.682196,0.570292,-0.193148
177,0.820718,0.197103,0.280854
178,0.550024,-0.184738,-0.097488
179,0.204976,-0.347718,-0.070183
180,0.019629,-0.451017,-0.013156
181,-0.17516,-0.314616,-0.105024
182,-0.138612,-0.088955,-0.40564
183,0.03242,0.05,-0.583899
184,0.214788,0.102792,-0.429109
185,0.270175,0.082578,-0.160952
186,0.274835,0.094486,-0.091886
187,0.325787,0.124776,-0.235594
188,0.480381,0.195933,-0.386339
189,0.678411,0.3396,-0.423007
190,0.752841,0.44082,-0.194097
191,0.699253,0.348414,-0.018026
192,0.593595,0.301541,-0.452645
193,0.41641,0.46037,-0.6252
194,0.314365,0.552548,-0.397382
195,0.084311,0.726044,-0.068318
196,0.141269,0.588394,-0.338766
197,0.140863,0.464544,-0.488361
198,-0.328302,0.8615,0.029615
199,-0.490599,0.896007,0.375836
200,-0.558933,0.583283,0.28161
201,-0.291465,0.182062,0.020344
202,-0.052514,0.078986,-0.116478
203,0.07934,0.088969,-0.17623
204,0.108141,-0.08964,0.261287
205,0.030403,-0.201882,0.280033
206,-0.166853,-0.425679,0.242366
207,-0.210543,-0.478148,0.342258
208,-0.201235,-0.494333,0.373579
209,-0.081081,-0.48667,0.230334
210,-0.106468,-0.515809,0.161556
211,-0.222172,-0.592635,0.166004
212,-0.280595,-0.680014,0.224389
213,-0.201934,-0.966284,0.185339
214,-0.022469,-0.942941,0.026607
215,0.071557,-0.871105,-0.102008
216,0.331627,-0.324207,-0.835276
217,0.849837,0.790438,-1.728539
218,0.863476,1.37814,-1.273365
219,0.21383,1.609423,-0.154072
220,0.388912,0.096419,-0.723211
221,0.360136,0.096067,-0.704742
222,-0.402413,0.005609,-0.490863
223,-0.927096,0.967648,-0.133144
224,-1.153484,0.58184,0.61041
225,-0.349073,-0.354903,0.720247
226,-0.338616,-0.732981,0.108169
227,-0.178762,-0.748765,0.085918
228,0.061342,-0.543746,0.467799
229,-0.241564,-0.206121,0.713242
230,-0.291776,-0.116236,0.527587
231,0.35353,0.327847,-0.093984
232,0.488294,0.374354,-0.21648
233,0.562712,0.197381,0.078298
234,0.389989,-0.193488,-0.058437
235,0.247193,-0.229828,-0.052041
236,0.051041,-0.280068,0.060879
237,-0.020013,-0.175131,-0.210159
238,0.043594,-0.11093,-0.407721
239,0.13527,0.043334,-0.590797
240,0.197263,0.007578,-0.203269
241,0.169643,0.021257,-0.100548
242,0.167225,0.00325,-0.150294
243,0.241729,0.014966,-0.324689
244,0.440211,0.193072,-0.379676
245,0.498826,0.232679,-0.35293
246,0.586437,0.308243,-0.253844
247,0.630638,0.412189,-0.074569
248,0.684613,0.37832,-0.215102
249,0.69348,0.364784,-0.52555
250,0.470108,0.551083,-0.36732
251,0.351124,0.629277,-0.277933
252,0.235245,0.898689,-0.196969
253,0.047475,0.938235,-0.491683
254,-0.42598,0.690098,-0.055158
255,-0.659189,0.741817,0.286363
256,-0.705294,0.675429,0.228612
257,-0.40365,0.224101,0.031325
258,-0.154725,-0.001261,-0.212886
259,0.076021,-0.032531,-0.187607
260,0.242167,-0.00996,0.170451
261,0.25459,-0.217623,0.247883
262,0.028523,-0.380023,0.228859
263,-0.08113,-0.396142,0.299786
264,-0.098712,-0.403213,0.278149
265,-0.093308,-0.457877,0.250514
266,-0.12507,-0.577181,0.267617
267,-0.192645,-0.700869,0.242762
268,-0.190629,-0.721454,0.259653
269,-0.180319,-0.769289,0.249321
270,-0.058269,-0.86353,0.077301
271,0.105935,-0.815898,-0.084177
272,0.187142,-0.718967,-0.307741
273,0.582365,0.176346,-1.33007
274,0.356622,1.740752,-0.718002
275,0.379503,1.74458,-0.716559
276,0.317027,0.719186,-0.543764
277,-0.063304,0.705841,-0.817806
278,-0.508672,1.294034,-0.904721
279,-1.088725,1.572699,-0.148899
280,0.066443,-0.914029,0.967992
281,-0.113737,-1.205096,0.914648
282,-0.605247,-1.144947,0.124096
283,-0.057244,-0.393933,0.557249
284,-0.399568,-0.097404,0.752436
285,-0.632266,-0.025168,0.511599
286,-0.178002,0.055095,0.288407
287,0.580581,0.488909,-0.089075
288,0.782657,0.278372,-0.178242
289,0.518382,-0.170499,0.071893
290,0.365283,-0.262852,0.083125
291,0.129171,-0.370573,0.064081
292,-0.138259,-0.293631,0.011059
293,-0.175355,-0.18394,-0.198254
294,0.028796,0.024532,-0.658664
295,0.216043,0.117245,-0.503455
296,0.253928,0.068445,-0.273096
297,0.226398,-0.067162,0.050641
298,0.247619,-0.039017,-0.124005
299,0.325713,0.061952,-0.41107
300,0.543416,0.191461,-0.301266
301,0.565742,0.266935,-0.182026
302,0.617436,0.417077,0.007279
303,0.689906,0.381506,-0.251885
304,0.630792,0.370116,-0.560587
305,0.554394,0.436131,-0.339482
306,0.37365,0.678305,-0.192469
307,0.313772,0.817285,-0.074547
308,0.180144,0.798424,-0.48303
309,-0.051673,0.705239,-0.757019
310,-0.541941,0.739288,0.163887
311,-0.874933,0.701322,0.34758
312,-0.786757,0.530239,0.118563
313,-0.328816,0.184503,0.076103
314,0.169256,-0.064882,-0.055328
315,0.258761,0.166948,0.03327
316,0.280117,0.112236,0.151524
317,0.09424,-0.182254,0.238891
318,-0.050159,-0.301423,0.335725
319,-0.053853,-0.382762,0.367621
320,-0.000358,-0.492258,0.414009
321,0.001178,-0.65919,0.331984
322,-0.184298,-0.832991,0.204252
323,-0.240978,-0.855247,0.159627
324,-0.264374,-0.888836,0.201313
325,-0.138801,-0.849701,0.085715
326,-0.047032,-0.860988,0.059529
327,0.137745,-0.787952,-0.166539
328,0.348562,-0.352626,-0.628502
329,0.866789,0.576218,-1.374865
330,0.541184,1.64266,-0.981693
331,-0.193977,1.562118,-0.368547
332,0.019237,0.422133,-0.626951
333,0.289157,-0.265259,-0.626824
334,-0.160514,0.250034,-0.73578
335,-0.544105,1.429589,-0.576902
336,-0.757528,0.615461,0.580354
337,-0.387548,-0.606654,0.648967
338,-0.54515,-0.738209,0.229061
339,-0.214176,-0.588545,-0.00385
340,-0.21432,-0.152681,0.940238
341,-0.315611,-0.07081,0.909993
342,0.135928,0.197045,0.295898
